Video ID,Title,Like Count,Comments Count,Comment Text
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,"How about one that folds out to a tablet??  My Z Fold 4 does that.  And DeX allows screen mirroring to a Windows desktop or notebook.  Also has stylus support with an S Pen, Fold Edition or Pro.  The Pro has many more features than the Apple Pencil, thanks to Bluetooth and location ability.  Also controls the camera remotely and media."
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,"Most iPhone users are never going to change to Android, and most Android users are never going to switch to iPhone."
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,"i mean , of course my bro isnt gonna risk offending half of earth by picking a winner"
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,"I broke up with my iPhone last week, it's been demoted to ipod use status (to be fair it was an SE anyways 😅, which still looks like a 3GS circa 2008) I dumped it for a Samsung 🎉"
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,Samsung Eco System >>>>
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,"You forgot one category.  The ethics and environmental record of the companies. I understand that most tech reviewers care not about anything but specs and features, but there is a real human cost to consider when purchasing products.  This is why in my many years as a tech purchaser for Govt there are some big brands that get left behind after the first round."
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,"Why does it using the Google fold for the Android phone? 
Both have their pro’s and cons. 
iOS has too many lockdowns but easy to use. iCloud has many built in features that work in conjunction with the iPhone and iPad and easy to use. 
I’m looking at one of the fold phones. Because I could leave my iPad at home. Problem is I’ve invested into too much Apple eco system. Ugh"
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,"I don't why but value for money/pricing wasn't a category considered here, considering the fact that it would be an important factor for a lot of people...and we all know which side would have won that."
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,the ans is everyone wanna just show off
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,I switched to Android last may. I've owned iPhones almost my whole life. My first was a Samsung solstice. But after that it was the iPhone 4s. I started to get really irritated with apple because they kept taking away features and asking for more money. I'm still pissed they took away the aux port. And in the last like 5 years they are adding almost nothing to the phone each year and asking for more money. Android had everything I wanted the switch I just avoided because I didn't want to start over. But Android plays nice with apple. Apple does NOT play nice with Android. You can get apple apps on Android. Including things like apple music.
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,...the winners are the multibillion dollar tech companies selling you shitty overpriced phones while harvesting all your data and selling it to advertisers.
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,"Love that you have to ignore massive advantages in 2 categories, make a direct opposition category of customization, and ignore the quality of updates in the update section.
How are you going to ignore the most important aspects of apps and ecosystems, freedom, all in favor of ease of use. Why does the ease of use category exist when your argument for 3/7 categories is centered around ease of use. You say apple has a better ecosystem while ignoring the most important aspect, availability. If you yourself say that they are equal in seperate devices, then souldnt the winner be determined by how many devices are compatible with each ecosystem? If you talk about updates, then shouldn't you take about the quality of updates? It doesn't matter how long they get updated for, all that matters is how active and impactful those updated are
Also, why does the ease of use category exist, it is literally just an anti customization category.

I came into this expecting a rational objective breakdown, and instead I saw blatant ignorance of information and contradictory categories and statements."
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,I've been using Motorola Edge 2021 for the last 3 years and have had zero problems. I just hate how big it is. Now I'm looking at the iPhone 15  but it seems like a downgrade in battery life. Any suggestions?
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,I had an iPod and iPad because that’s what was the best back in 2012-2013. Got my first good android (s3) and found out about custom roms and basically got rid of my apple products right after. After about 10 years finally got an iPhone and yes there’s some things I like but overall I hate it so much. It’s super buggy. The cameras don’t perform on my iPhone 13 Pro Max as well as my budget phone s20 fe which wasn’t close to top of the line and is older. I’m constantly annoyed with my iPhone. I can’t wait to upgrade my android phone and could care less about upgrading the iphone
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,"Are there numbers on the percentage of users who don't use 99% of features on a phone?

Entire swathes of the population only text/call/snapchat/youtube and all of those features were available on the first generation of smart phones"
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,"I laughed from start to end watching a clear Apple lover. Trying so much to pretend to be impartial but always chosing Apple (no, ""giving an edge"" to Android when Android is miles ahead is stupid). HYPE ON iPHONE? 15 was a copy&paste of 14! LOL. Don't want to be impartial and DO YOUR RESEARCH? don't make a video that burns you."
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,Remember they are competing to get your money.
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,"I think there are important things that were left out to mention, for example the price: On iPhone you have to pay much more to get the same hardware features since you are paying for the brand"
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,I feel android is easy to use than iPhone
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,Bruv's android better for gaming 😅
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,"Lol yeah... I'll spend $10,000 to be a part of Apple's ecosystem... or suffer because you can't enjoy an Apple product without the full package."
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,"I like to use a phone for many years. It cost a lot of money, so it has to work long and with updates. That's why i like Apple."
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,Don't forget Samsung Dex    :)
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,"google pixel pro phones suck!!! google assistant is always buggy on this phone. extremely buggy and inconsistent. I want to switch back to iphone again, although they sucked too when I had it.. At least Siri doesn't fail 90% of the time like google assistant does."
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,Most of my friends that have Android phones have no idea how to do anything or find anything on the phone.
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,"So, what you're saying is that iOS is made for stupid people. Got it."
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,Whatever! Android is better!!!
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,"From what I feel and how I draw a parallel between these two brands, it’s like Bentley and Lexus. I like both the cars but on a Bentley doesn’t expect all those features of Lexus. Different vibes altogether and different class!! 😊"
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,Thanks for the video Marquez. I didn’t realize you’d actually do it.
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,I don’t think I’ll be buying another iPhone. The charging ports are terrible and the chargers are shit. Not to mention if a cat sneezes on them you’ve got a shattered screen. Way overpriced and overrated.
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,The best in everything is always subjective. They are both good in their own way. My take on this is that Android is for people who like personalizing things on their phones. iPhones are for people who want refined and simple phone. The year 2024 is the peak of mobile phones.
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,"Not entirely sure about your system: I own Androids since ever. I am then drawn into Customization Features and Excitements, Android brought that to us. So according to your system I will always be Android. But when I now see the seamless integration of devices within the Apple ecosystem (say Air Drop Iphone to Macbook way back when) I'm tempted to switch to get these features. Would be an expensive switch though. Anyway, great video as usual"
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,for me iPhone winner  
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,"For Apps Android is better,You can sideload it,I could download apps for free in google where in Play store i had to pay it

The only thing i love about iPhones is that it says longer for its smoothness like it doesnt get Laggy easily unlike Androids(This could be false since im talking about this from my experience when i was young,I had a Samsung tablet and it got laggy easily and then i got an Apple Ipad it stayed longer but still got laggy,I dont know if this is still true)

And there is another thing that i remember about my old Apple iPad which was ios 9 and i could update it up to ios 10.3 and then i didnt get any updates and then later to download YouTube you need to have ios 11 and above which i couldnt download it and i had to use Safari to watch YouTube which was pain"
nHkKJ87FS6s,iPhone vs Android (The Real Winner)!,223919,20342,"Hey dude, where on the Iphone is the ' BACK'  button? and how many steps do you make to find the current date? You are an Apple user/fan, and I don't want to spend two months income on a piece of tech from Apple. But, your opinion and mine are different."
